3.0,8.0,0,0,0,0,1,1
2.0,8.0,13,12,1,15,1,1
1.0,8.0,13,12,1,14,1,1
0.0,8.0,13,12,1,13,1,4
0.0,7.0,1,11,3,13,4,4
0.0,6.0,1,10,3,13,4,4
0.0,5.0,1,9,3,13,4,4
0.0,4.0,1,8,3,13,4,4
0.0,3.0,1,7,3,13,4,4
0.0,2.0,1,6,3,13,4,4
0.0,1.0,1,5,3,13,4,4
-11.0,-4.0,1,4,3,13,4,2
-10.0,-4.0,8,4,2,1,2,2
-9.0,-4.0,8,4,1,1,2,3
-9.0,-3.0,7,1,1,2,3,3
-9.0,-2.0,6,1,1,2,3,3
-9.0,-1.0,5,1,1,2,3,3
-9.0,0.0,4,1,1,2,3,3
-9.0,1.0,3,1,1,2,3,3
-9.0,2.0,2,1,1,2,3,3
-9.0,3.0,1,1,1,2,3,1
-10.0,3.0,1,7,1,1,1,4
-10.0,2.0,1,6,1,1,4,4
-10.0,1.0,1,5,1,1,4,4
-10.0,0.0,1,4,1,1,4,4
-10.0,-1.0,1,3,1,1,4,4
-10.0,-2.0,1,2,1,1,4,4
-10.0,-3.0,1,1,1,1,4,2
