-4.0,4.0,0,0,0,0,1,1
-5.0,4.0,13,12,1,15,1,3
-5.0,5.0,12,1,18,15,3,2
-4.0,5.0,12,1,17,1,2,2
-3.0,5.0,12,13,16,1,2,2
-2.0,5.0,12,13,15,1,2,2
-1.0,5.0,12,13,14,1,2,2
0.0,5.0,12,13,13,1,2,4
0.0,4.0,1,12,13,4,4,4
0.0,3.0,1,11,13,4,4,4
0.0,2.0,1,10,13,4,4,4
0.0,1.0,1,9,13,4,4,4
-6.0,-7.0,1,8,13,4,4,2
-5.0,-7.0,17,8,12,1,2,2
-4.0,-7.0,17,8,11,1,2,2
-3.0,-7.0,17,8,10,1,2,2
-2.0,-7.0,17,8,9,1,2,2
-1.0,-7.0,17,8,8,1,2,2
0.0,-7.0,17,8,7,1,2,3
0.0,-6.0,16,1,7,6,3,3
0.0,-5.0,15,1,7,6,3,3
0.0,-4.0,14,1,7,6,3,3
0.0,-3.0,13,1,7,6,3,3
0.0,-2.0,12,1,7,6,3,3
0.0,-1.0,11,1,7,26,3,3
6.0,-7.0,10,1,7,26,3,1
5.0,-7.0,10,7,1,25,1,1
4.0,-7.0,10,7,1,24,1,1
3.0,-7.0,10,7,1,23,1,1
2.0,-7.0,10,7,1,22,1,1
1.0,-7.0,10,7,1,21,1,1
0.0,-7.0,10,2,1,20,1,3
0.0,-6.0,9,1,13,20,3,3
0.0,-5.0,8,1,13,20,3,3
0.0,-4.0,7,1,13,20,3,3
0.0,-3.0,6,1,13,20,3,3
0.0,-2.0,5,1,13,20,3,3
0.0,-1.0,4,1,13,20,3,3
2.0,12.0,3,1,13,20,3,1
1.0,12.0,3,9,1,19,1,1
0.0,12.0,3,9,1,18,1,4
0.0,11.0,1,8,2,18,4,4
0.0,10.0,1,7,2,18,4,4
0.0,9.0,1,6,2,18,4,4
0.0,8.0,1,5,2,18,4,4
0.0,7.0,1,4,2,18,4,4
0.0,6.0,1,3,2,18,4,4
0.0,5.0,1,2,2,18,4,4
0.0,4.0,1,1,8,18,4,2
1.0,4.0,8,1,7,1,2,2
2.0,4.0,1,1,6,1,2,2
3.0,4.0,1,6,5,1,2,4
3.0,3.0,1,5,5,1,4,4
3.0,2.0,1,4,5,1,4,4
3.0,1.0,1,3,5,1,4,4
3.0,0.0,1,2,5,1,4,4
3.0,-1.0,1,1,5,1,4,2
4.0,-1.0,6,1,4,1,2,2
5.0,-1.0,6,1,3,1,2,2
6.0,-1.0,6,1,2,1,2,2
7.0,-1.0,6,1,1,1,2,3
7.0,0.0,5,1,1,4,3,1
6.0,0.0,5,1,1,3,1,1
5.0,0.0,5,1,1,2,1,1
4.0,0.0,5,1,1,1,1,3
4.0,1.0,4,1,4,1,3,3
4.0,2.0,3,1,4,1,3,3
4.0,3.0,2,1,4,1,3,3
4.0,4.0,1,1,4,1,3,2
5.0,4.0,1,4,3,1,2,4
5.0,3.0,1,3,3,1,4,4
5.0,2.0,1,2,3,1,4,4
5.0,1.0,1,1,3,1,4,2
6.0,1.0,4,1,2,1,2,2
7.0,1.0,4,1,1,1,2,3
7.0,2.0,3,1,1,2,3,1
6.0,2.0,3,1,1,1,1,3
6.0,3.0,2,1,2,1,3,3
6.0,4.0,1,1,2,1,3,2
7.0,4.0,1,2,1,1,2,4
7.0,3.0,1,1,1,1,4,1
