5.0,7.0,0,0,0,0,1,1
4.0,7.0,13,12,1,15,1,1
3.0,7.0,13,12,1,14,1,1
2.0,7.0,13,12,1,13,1,1
1.0,7.0,13,12,1,12,1,1
0.0,7.0,13,12,1,11,1,4
0.0,6.0,1,11,5,11,4,4
0.0,5.0,1,10,5,11,4,4
0.0,4.0,1,9,5,11,4,4
0.0,3.0,1,8,5,11,4,4
0.0,2.0,1,7,5,11,4,4
0.0,1.0,1,6,5,11,4,4
0.0,-18.0,1,5,5,11,4,2
1.0,-18.0,7,5,4,1,2,4
1.0,-19.0,1,4,4,12,4,1
0.0,-19.0,1,4,1,11,1,1
-1.0,-19.0,21,4,1,10,1,3
-1.0,-18.0,20,1,1,10,3,3
-1.0,-17.0,19,1,1,10,3,3
-1.0,-16.0,18,1,1,10,3,3
-1.0,-15.0,17,1,1,10,3,3
-1.0,-14.0,16,1,1,10,3,3
-1.0,-13.0,15,1,1,10,3,3
-1.0,-12.0,14,1,1,10,3,3
-1.0,-11.0,13,1,1,10,3,3
-1.0,-10.0,12,1,23,10,3,2
0.0,-10.0,12,1,22,1,2,3
0.0,-9.0,11,1,22,11,3,3
0.0,-8.0,10,1,22,11,3,3
0.0,-7.0,9,1,22,11,3,3
0.0,-6.0,8,1,22,11,3,3
0.0,-5.0,7,1,22,11,3,3
0.0,-4.0,6,1,22,11,3,3
0.0,-3.0,5,1,22,11,3,3
0.0,-2.0,4,1,22,11,3,3
0.0,-1.0,3,1,22,11,3,3
-6.0,14.0,2,1,22,11,3,2
-5.0,14.0,2,11,21,1,2,2
-4.0,14.0,2,11,20,1,2,2
-3.0,14.0,2,11,19,1,2,2
-2.0,14.0,2,11,18,1,2,2
-1.0,14.0,2,11,17,1,2,2
0.0,14.0,2,23,16,1,2,4
0.0,13.0,1,22,16,6,4,4
0.0,12.0,1,21,16,6,4,4
0.0,11.0,1,20,16,6,4,4
0.0,10.0,1,19,16,6,4,4
0.0,9.0,1,18,16,6,4,4
0.0,8.0,1,17,16,6,4,4
0.0,7.0,1,16,16,6,4,4
0.0,6.0,1,15,16,6,4,4
0.0,5.0,1,14,16,6,4,4
0.0,4.0,1,13,16,6,4,4
0.0,3.0,1,12,16,1,4,4
0.0,2.0,1,11,16,1,4,4
0.0,1.0,1,10,16,1,4,4
-2.0,-14.0,1,9,16,1,4,2
-1.0,-14.0,16,9,15,1,2,2
0.0,-14.0,16,9,14,1,2,3
0.0,-13.0,15,1,14,2,3,3
0.0,-12.0,14,1,14,2,3,3
0.0,-11.0,13,1,14,2,3,3
0.0,-10.0,12,1,14,2,3,3
0.0,-9.0,11,1,14,2,3,3
0.0,-8.0,10,1,14,2,3,3
0.0,-7.0,9,1,14,2,3,3
0.0,-6.0,8,1,14,2,3,3
0.0,-5.0,7,1,14,2,3,3
0.0,-4.0,6,1,14,2,3,3
0.0,-3.0,5,1,14,2,3,3
0.0,-2.0,4,1,14,2,3,3
0.0,-1.0,3,1,14,2,3,3
13.0,12.0,2,1,14,2,3,1
12.0,12.0,2,14,1,1,1,4
12.0,11.0,1,13,1,1,4,4
12.0,10.0,1,12,1,1,4,4
12.0,9.0,1,11,1,1,4,4
12.0,8.0,1,10,1,1,4,4
12.0,7.0,1,9,1,1,4,4
12.0,6.0,1,8,1,1,4,4
12.0,5.0,1,7,1,1,4,4
12.0,4.0,1,6,1,1,4,4
12.0,3.0,1,5,1,1,4,4
12.0,2.0,1,4,1,1,4,4
12.0,1.0,1,3,1,1,4,4
12.0,0.0,1,2,1,1,4,4
12.0,-1.0,1,1,1,1,4,1
